user,from wS/stS (S),from wOS/stS (S),Total (S),Distribution %,Compensation (S),,,
0xfe9efc199b5fbfd88693e63846dd0350f3cd31c9,26,0,26,0.00%,5.69,,,
0xf2eb2e6a51f7da503f88a176ca15616f7cd3dbbc,26,0,26,0.00%,5.68,,,
0xd4d9c70fcc8a3e920ad48d1cb1596f8f097c96b7,26,0,26,0.00%,5.67,,,
0x5ab8c00102d60217f5cf797615b94573ae029549,26,0,26,0.00%,5.64,,,
0xc741e8d3dbde1255e2961df114ccc66075c5a6d5,26,0,26,0.00%,5.63,,,
0x987d9b65ad8e64ca63699cc2ccad16b3d0bd292b,26,0,26,0.00%,5.54,,,
0xd1c18f5a7c70ba353cac515cb42e9aea383791cc,26,0,26,0.00%,5.54,,,
0x2691ba7548d552c116e5d4ac6de9b825fd36612a,26,0,26,0.00%,5.52,,,
0xdc9d785adf9153ecfc20924d9954370e96949df5,25,0,25,0.00%,5.45,,,
0xa91cabd79192912954c91eb9ad53cec0c109349d,25,0,25,0.00%,5.40,,,
0x30e25eaa01f60acf52470ccfc57cad3e245b43c9,25,0,25,0.00%,5.31,,,
0x3e0ff165126f941f435c4b9d66559ef8b6655988,25,0,25,0.00%,5.31,,,
0xa6861734e12e45e3b3a1dfc3d06d1bc5d3c34589,25,0,25,0.00%,5.28,,,
0x2393777e3a5b447ba9d24ccc3314b5a0480a2737,25,0,25,0.00%,5.27,,,
0xa70c6f6500e9bf99ca68fd3346dd186862085b5f,24,0,24,0.00%,5.19,,,
0xc99b242b9f38cc0f59eebd29ad2e352925ddb0ec,24,0,24,0.00%,5.08,,,
0x180ffe2550d4a1f6e700f7fd1ac8994da6f94970,23,0,23,0.00%,5.04,,,
0x23b519fb0fb0a216db87bfe3c6a5d2a1e07b2ebe,23,0,23,0.00%,4.87,,,
0xbe0f016d7dd5976514d5d7707afebc80ee60f629,23,0,23,0.00%,4.86,,,
0xe41742d91ed5eca0b0d2af82f59edd6c45762cdf,22,0,22,0.00%,4.81,,,
0x273623fd655d4bfcc9d499b1e03575600b8baca2,21,0,21,0.00%,4.60,,,
0xa9eaef87c01b4c46a691862c7ba94401394b8b9c,0,21,21,0.00%,4.59,,,
0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,21,0,21,0.00%,4.54,,,
0x9a9bc2e3ea37edd840ce2bcb385003e19f6cccc5,21,0,21,0.00%,4.54,,,
0xc9841a1d6fdc682dc8b866f26b425ba8d91d0415,21,0,21,0.00%,4.54,,,
0xea4a69a4bbea0c353f140e488c59bf85985325fc,21,0,21,0.00%,4.53,,,
0x464fe5874c67bff0c54bb873b23598804843da54,21,0,21,0.00%,4.53,,,
0x5255ba61aa23d11859d219771201fc8a85c8e9e9,21,0,21,0.00%,4.51,,,
0x7f4b43d3627a34c9ef01a2cc6d98b6b75c6c0a87,21,0,21,0.00%,4.51,,,
0x6fae1a918588cdc1685fc2ead3b4a797139c4716,21,0,21,0.00%,4.51,,,
0x719e2805a8835fefaf60b0882bff2d3a53cadc76,21,0,21,0.00%,4.45,,,
0xaaf89016e4cc0c6ec8ad1cb0c1086043c74f5025,21,0,21,0.00%,4.44,,,
0xb42573ddb86b68429c8f791ed0f2b79d2ca95588,21,0,21,0.00%,4.43,,,
0x4d0034a5f617b58d30601a9d08cef36ec61f04cb,21,0,21,0.00%,4.43,,,
0x6d2db8169298178c030074e5d7502dca0b4da086,21,0,21,0.00%,4.43,,,
0x658e0f8a4644719944655b59201bc0c77af9c002,21,0,21,0.00%,4.42,,,
0x8590a2f6b483a71f125dd7250b9def566d9d0a27,21,0,21,0.00%,4.42,,,
0x3eb8bdd7e9d8e5c3e768587c05ead6611af22be6,21,0,21,0.00%,4.41,,,
0xbbbd9cc563b5aed7b1281aece724a022725164e1,21,0,21,0.00%,4.41,,,
0x23117d318f0c51b6fd7a1764ac0228b33f1b3758,21,0,21,0.00%,4.41,,,
0xd0ba8b8bf46cf7723d61ddce7b50b9879c5e80b2,21,0,21,0.00%,4.41,,,
0xa9785d7d5a466a939ac8b4a6859e29ee16c40480,20,0,20,0.00%,4.40,,,
0x77466c0f9edd1816e897101b48603bdc3866546b,20,0,20,0.00%,4.40,,,
0x17b2340242f5b529e559959a5d1b726d4bbdbaa4,20,0,20,0.00%,4.40,,,
0xc94fc854bbb2f79ae27607f8e11f59b297e0ce18,20,0,20,0.00%,4.40,,,
0xe3ebd38ea0c6f14c08d518f4e35ccc9153ecefda,20,0,20,0.00%,4.34,,,
0x0199cea5acad1c4370864e82611d3160b9f804ec,20,0,20,0.00%,4.22,,,
0x40c3fe6406ffbbd236dffa240c89264d263fb914,20,0,20,0.00%,4.20,,,
0x9cfdfb830acca64154222d8817993dbd5fb3c24b,19,0,19,0.00%,4.18,,,
0x06b25e041469324d1c2ffdb6dd4c28927ad42ca9,19,0,19,0.00%,4.17,,,
0x4f61430bd04c5c30c1f6dec7cd4829d0297cedf0,19,0,19,0.00%,4.16,,,
0x76aded9a3560fb0a6eaa459cecebc9f2ccc24e07,19,0,19,0.00%,4.08,,,
0x7a89c33493512a13431b017a3892fd702acb2307,19,0,19,0.00%,4.02,,,
0x49b8545d3efbd67e3979bd4588450503884bc492,19,0,19,0.00%,3.98,,,
0xb1923a2130904d1db97190afb180c6a1ca0e82d0,18,0,18,0.00%,3.96,,,
0x63a3bb359ec36656b0d1c242099483110caac839,18,0,18,0.00%,3.92,,,
0x669bf51cb2b94e089192df29a658813236a31e8c,18,0,18,0.00%,3.92,,,
0xd565b59ff0b8cf2de3811cdcdc13deaa183e3825,18,0,18,0.00%,3.90,,,
0x6ad78e100c1c7cce4b3fdc786e0dc4db375f9318,18,0,18,0.00%,3.88,,,
0x66e0012796865780585980fc26ad92dc108fc227,18,0,18,0.00%,3.85,,,
0xbdd5ff04ec3f1711dabdca585dd9ca9ac4622d65,18,0,18,0.00%,3.84,,,
0x4f26002201691cecf02f7502871da29e67a6e4ab,18,0,18,0.00%,3.82,,,
0xe53f8cc868dc2e0fb1da5bd1b5e6404600a6de22,18,0,18,0.00%,3.80,,,
0x60c3b25de769ab547fb784eac71f2725f3ac9b95,17,0,17,0.00%,3.62,,,
0x47ae3bddff774da2e68dc41b419712ecc265b1b3,17,0,17,0.00%,3.56,,,
0x942826910294a863d342dead3e2a44ad00a33780,16,0,16,0.00%,3.54,,,
0xc6ba4e5b1abd2577cf2ea65048c05febeb86c24d,16,0,16,0.00%,3.54,,,
0x972c3fca13d88981137b3a7564f28ca210aaa8b6,16,0,16,0.00%,3.52,,,
0x88bf17fcaa40f709365e0e9fcd6d6fcfb9be600c,16,0,16,0.00%,3.50,,,
0x7d1cb92e6e07d08dc47a5a2a3c29f44fff662267,16,0,16,0.00%,3.50,,,
0x01d74773fc1470cdcf7d9ba219f7d328e4b28306,16,0,16,0.00%,3.49,,,
0x4ed680c2f42a58392b5346e0272b5635e13b92c3,16,0,16,0.00%,3.43,,,
0x702e87f735dd5bcc5cb583c5faace943c3d7e7f0,16,0,16,0.00%,3.43,,,
0xa2da7ea673ed6052768922a7e822fe736191d652,16,0,16,0.00%,3.42,,,
0x4b83029dca8a8b962b11d906f45054a7898c41a1,16,0,16,0.00%,3.39,,,
0xbba23dbcc722cd838ab7cecf6d0321411ab237ed,16,0,16,0.00%,3.38,,,
0x5d8b4e10455dd25ca2ff1a76ceb3e0e354c876ff,16,0,16,0.00%,3.37,,,
0xb8d86d6db117e21c27636034d3dd8859018daf9c,16,0,16,0.00%,3.33,,,
0x286cae0ddf1c64da5edb9d17a4f867a690e0a2aa,16,0,16,0.00%,3.33,,,
0xdb70eed3578f12929eae82e0f13e51ca01216789,16,0,16,0.00%,3.33,,,
0x69962726bf425d83cdef8455c4de5a182e024ebf,15,0,15,0.00%,3.32,,,
0x902747541f5492f747b0df33dfb0bc03c780449c,15,0,15,0.00%,3.32,,,
0xa596823a86e3a737977e670d671534bb9269e153,15,0,15,0.00%,3.32,,,
0x2fcdf739ffb94757934bce7a27c5e95c5281f536,15,0,15,0.00%,3.31,,,
0x755b55a5d3e6b05d380d62132e32d59b3d7dd88b,15,0,15,0.00%,3.30,,,
0x0f8705a86c94e2c1ed01f9a8c113b03e2debf98a,15,0,15,0.00%,3.25,,,
0xdc61355c6d654619dd08a270cf499f7d3dbaf924,15,0,15,0.00%,3.21,,,
0xb52665f7dcd1ffe107f567a14b8bf3c44e44602c,15,0,15,0.00%,3.15,,,
0x78f24a23486c00bf6946a53f60bb01cfc7b72d71,14,0,14,0.00%,3.09,,,
0x9e774b0203ff5b8252091e245189d5b306e4122d,14,0,14,0.00%,3.08,,,
0x025e545e693cfeb629bb5b7be72fea50fa772774,14,0,14,0.00%,3.07,,,
0x30787c37f869534cf635bc44d2b1ceb4db3445be,14,0,14,0.00%,3.04,,,
0x61fd43bbd5f9b2ca8fd7f326d659d66fc80bafd3,14,0,14,0.00%,3.03,,,
0xd5e24f1400efd98688ed09ecc19f96efaeee91c1,14,0,14,0.00%,2.97,,,
0xa82c9ed42e7cea03cfad4b03205e46d1a4a30998,14,0,14,0.00%,2.95,,,
0x9c9d6ef6ff9a45504c0f21804226a7456c84fa72,14,0,14,0.00%,2.94,,,
0x35205135f0883e6a59af9cb64310c53003433122,14,0,14,0.00%,2.93,,,
0xbb8bf9322215c268d8859429959772ccb98c8759,13,0,13,0.00%,2.83,,,
0x5f06c374d01e255c1c3cbe6891a7340850033b1f,13,0,13,0.00%,2.81,,,
0xf68e63b08906c7709a870de9f2d0392986df6dee,13,0,13,0.00%,2.79,,,
0x18d3c657f09cb4586736bd5c098f3e7be2e8558b,13,0,13,0.00%,2.79,,,
0x16b4c671bc4f70e75beb0c6280309e42161dc8a7,13,0,13,0.00%,2.76,,,
0xfe16a3cffaae0f28f475c65c81ddcdb8d1ada6b0,13,0,13,0.00%,2.76,,,
0xa11e5bcbfaf2c7c5acf83519288a93e29f662939,13,0,13,0.00%,2.72,,,
0x58943791b2c25ccbdd95f5eef65db288d4cc5c41,13,0,13,0.00%,2.71,,,
0x18f0298d990bbc52fc9c0465c1bba1bc4db9853e,13,0,13,0.00%,2.69,,,
0xd3ae31b669ab51391f9ba970773a414c0ae152af,12,0,12,0.00%,2.66,,,
0x4c84edbe99e0d94178aad3310e4c563b8ae0aaa1,12,0,12,0.00%,2.64,,,
0xe1229d82c0a19bc52986c9b75cb9b2084d13d903,12,0,12,0.00%,2.64,,,
0xf3b63a94b6c1ba21c4d4ae7eca57650860a23f4d,12,0,12,0.00%,2.62,,,
0xfacad3a09ef1f181b2beb3018f00fa07237d0996,12,0,12,0.00%,2.60,,,
0x8dab77f47734db1e0513143e965189c539ae76e0,12,0,12,0.00%,2.50,,,
0x13f9311e2941d26302da2ee9ddae86a729bdbec0,12,0,12,0.00%,2.50,,,
0x00c6e75abad8ab8a4d71772689eedf6deea0aa17,12,0,12,0.00%,2.49,,,
0x605a7368797188f7a82192bbca9333c94e203db5,11,0,11,0.00%,2.43,,,
0xd10964d3f1abbcf94a58321f0743480a633ee8d2,11,0,11,0.00%,2.42,,,
0x77f2391b6fb654078bf4f9c7993dbe258c00a500,11,0,11,0.00%,2.41,,,
0x035b1a48d2434cdb3a7197731c763c886bab160e,11,0,11,0.00%,2.41,,,
0x04f85b5a06ae5fcf6e64617578891fc28a2e31cc,11,0,11,0.00%,2.35,,,
0x344d4245e75548348cba2aac079c4ca91bbf80fa,11,0,11,0.00%,2.30,,,
0x5b8a42fc0c151aa7f4f764b805abea1fc3516921,11,0,11,0.00%,2.28,,,
0x1e8cd608e37fbfede9721ff1b94bd5e5b149c911,11,0,11,0.00%,2.28,,,
0xdba8fd1502b80eb6f48fcb249b12f302082622ec,11,0,11,0.00%,2.27,,,
0xf0110f4a787171533c66e728bd7de9e4e8b0ff92,11,0,11,0.00%,2.26,,,
0x121e1573b7c6c15aa4c036d54bfd2974cf38a163,11,0,11,0.00%,2.26,,,
0xa5b84d994793b16a48e8d0295cd0ee932edf88bd,11,0,11,0.00%,2.26,,,
0x3e1f9951809428522cb19be02c880a943f56a19f,10,0,10,0.00%,2.26,,,
0x853c8975323962a0bbeeea94638097c11d06ee30,10,0,10,0.00%,2.23,,,
0xdad22ff32625983cb1dcf61fee5b7f38fa543e80,10,0,10,0.00%,2.22,,,
0xeb4db23c27253077fb3080adda6c5c127b0dacae,10,0,10,0.00%,2.21,,,
0x5045f7ae251d3386ec48a0c9283503ec9b0826f4,10,0,10,0.00%,2.21,,,
0x65119dd6c04b682623ff8587fa9cd49bbbfe20a4,10,0,10,0.00%,2.21,,,
0x72fa3ed41af07841f140d507ef6e15f42f596eaa,10,0,10,0.00%,2.21,,,
0x20e0142f15e4500913e61ca87e3ac4ede0b1b4d0,10,0,10,0.00%,2.21,,,
0x60457c07cb435567ee55811fe0a8969970cf61b1,10,0,10,0.00%,2.21,,,
0xad7ed588f4856b1660e9d2c3590c261e0a3e4111,10,0,10,0.00%,2.21,,,
0x1ce5ee49e5294f178eeff83a43c858ebba1ed823,10,0,10,0.00%,2.21,,,
0x57aba39bc4b7534a1b5a514f084bc0645709964b,10,0,10,0.00%,2.21,,,
0xb3d5d50a49c50734c710f55a8111ee15c61edb02,10,0,10,0.00%,2.21,,,
0xc68216dc6a6f1f788e160b2869658df211273025,10,0,10,0.00%,2.20,,,
0xd5090d0a822810616bccb4db03a066a52806184e,10,0,10,0.00%,2.20,,,
0xbdc6f5c462c9b08c90de285355d98aeb2ff25976,10,0,10,0.00%,2.20,,,
0x41a4bd88c1079727666dc14879ccbde0c2098fe9,10,0,10,0.00%,2.20,,,
0x33b79a819e22a3e22d46dda60fb26ca2c36b626b,10,0,10,0.00%,2.20,,,
0x131d7c6b679e03b8f4c8c52e6813f384b7b1a16e,10,0,10,0.00%,2.19,,,
0x582b4d38ee61f8d42b348c9d65871004571ae8a5,10,0,10,0.00%,2.19,,,
0x0733b70ff416ffa187bcda7cbf647f43c88bebc3,10,0,10,0.00%,2.19,,,
0xbc37e6bc20e84ed69b862e60c2a2214ca6198fca,10,0,10,0.00%,2.19,,,
0x16e40cbf5c1bb4aab07f47f59d0a58461f88ed74,10,0,10,0.00%,2.18,,,
0xafcea6e435717987cfd4251ebb4d6f2949a62deb,10,0,10,0.00%,2.17,,,
0x56764b68bf4e610c766400b8df02f9bfa6be1f6f,10,0,10,0.00%,2.16,,,
0xedfd358b80fdacb5aa421d86588fca737b481d6a,10,0,10,0.00%,2.16,,,
0xd3f925042d39c23e7126e140ad1423142721c97c,10,0,10,0.00%,2.12,,,
0x5bd94c5016068d833c1cc6e744cb5e9f3387b0c8,10,0,10,0.00%,2.08,,,
0x53c75e05dde9ee9805690dac7df8807e6dac9d15,10,0,10,0.00%,2.08,,,
0xa12e3f357b5928caa496f1c54a0aadee2f0aec85,10,0,10,0.00%,2.07,,,
0x87b7086009fca5c905f0df66b62aff15af7ddff0,10,0,10,0.00%,2.05,,,
0xd8fc2938b46ab9a1b18381218641828b1d0fb3f8,10,0,10,0.00%,2.04,,,
0x703f9aa9b38708bf8b4fcbc943629c1f15a588c8,9,0,9,0.00%,2.04,,,
0xf5fcaae203bd5dd81ef969c3fecc872f38aeccab,9,0,9,0.00%,2.01,,,
0x2da41fa53c21d77d0f882439b22cf7a7dcc8e493,9,0,9,0.00%,2.00,,,
0xcd0f8ad65a92428b9ecebda3141833e79ff0f6d9,9,0,9,0.00%,1.94,,,
0x6bed84b40a3ed42804a611f5c3c597fcb9a2acc8,9,0,9,0.00%,1.92,,,
0x25b437656d7b0187bb2962914c30448cd0657d00,9,0,9,0.00%,1.91,,,
0x78207ba70a3df788455f76cebec4addd2d5a50b1,8,0,8,0.00%,1.82,,,
0xeefe08a95db235677c4f05c1480604f4efb599a5,8,0,8,0.00%,1.79,,,
0x288a4e70eba5d4f92e28f8ccc561e9fc947304a1,8,0,8,0.00%,1.79,,,
0x1d75bfa0d228faac0aaf8caeb0cbd0f2e1e0138c,8,0,8,0.00%,1.77,,,
0x495bda4477a94386d476e1673049c3ed0e3fca92,8,0,8,0.00%,1.76,,,
0xf5395120d09cf2182a5a9eb69fc2e2be1131ca38,8,0,8,0.00%,1.76,,,
0xd8a7eb0609ee5b4899c2dd354fc99fdab3450891,8,0,8,0.00%,1.72,,,
