user,from wS/stS (S),from wOS/stS (S),Total (S),Distribution %,Compensation (S),,,
0x2162d991f68cb0991a1b726da341c04e128db3cb,"1,192",0,"1,192",0.00%,256.03,,,
0xe0943caad3bd6169677f103034bc367fe4257ba9,"1,187",0,"1,187",0.00%,255.03,,,
0x8bff8f847b42643261d45fd1f4b785f1bf800fb0,"1,173",0,"1,173",0.00%,252.14,,,
0x4941e3456495e0b000dfb3723270b8539bf40ca6,"1,167",0,"1,167",0.00%,250.71,,,
0x05cc5268085c88682a049bd56e62d1c0399ea1bd,"1,139",0,"1,139",0.00%,244.84,,,
0x70280e9888a8b459bd37ee8f4c3dba54abb07f99,"1,138",0,"1,138",0.00%,244.57,,,
0x49fbde1c7aac3272ca94e0c59acc1ccddf53a27a,"1,138",0,"1,138",0.00%,244.54,,,
0x2f4439db11f798f794615cba44f9d08b648ef927,"1,131",0,"1,131",0.00%,242.91,,,
0x022361648e377500621b8608b639767bf6a09bf9,"1,129",0,"1,129",0.00%,242.66,,,
0x86bf35db5d97683ebc9eb3493e13e582a93f6798,"1,124",0,"1,124",0.00%,241.51,,,
0x728135487a99f6cb53fc84a857ab26b517b4ddb7,"1,120",0,"1,120",0.00%,240.66,,,
0xf3e5b415e84047d68e412cccd2d14b15e308b120,"1,097",0,"1,097",0.00%,235.78,,,
0x123b37ec05c7d717c9a5fac7c321a7e0a11ff191,"1,087",0,"1,087",0.00%,233.50,,,
0x5d5d829cc94cbd6e605976c03c4e04903c75978b,"1,065",0,"1,065",0.00%,228.74,,,
0x2180e2cbb8f6d795a68f75b15931f331cc42b178,"1,061",0,"1,061",0.00%,227.90,,,
0xf83f7fda18ed2100ab5b0e24dd49e81ead4b46a1,"1,058",0,"1,058",0.00%,227.29,,,
0xb04f18452bb410eb664c03498a481a3c04d6ef76,"1,057",0,"1,057",0.00%,227.18,,,
0xede00d0267f46e2443b10e75da21d4909c44facd,"1,057",0,"1,057",0.00%,227.15,,,
0x56a2a3bb41e8cba7a0d4f9788dee3d1663111ecc,"1,054",0,"1,054",0.00%,226.47,,,
0xaa35a4b313efdda0369f499ae4e1702811d6ded3,"1,052",0,"1,052",0.00%,226.08,,,
0xbeb187bc094cf89f9dc31a24e611efad15d9edce,"1,046",0,"1,046",0.00%,224.72,,,
0x9aef9e3b60a640aa903cddedd23330e1e2321027,"1,045",0,"1,045",0.00%,224.64,,,
0x36def8a94e727a0ff7b01d2f50780f0a28fb74b6,"1,044",0,"1,044",0.00%,224.30,,,
0x26fa942b42a7890e0cb74a49cc66d0391c8bf26c,"1,035",0,"1,035",0.00%,222.40,,,
0x33f0332a4ae740a539c52de59c3b9af0d2f959d1,"1,033",0,"1,033",0.00%,221.93,,,
0x795d227984238a021a94536cbfc1049b54c99217,"1,033",0,"1,033",0.00%,221.93,,,
0xa4279dbde4f5f4f62419d78e2e264c0be147e3ad,"1,031",0,"1,031",0.00%,221.60,,,
0xf58886c5a06873357e946e75a4a7e3051a1f061a,"1,030",0,"1,030",0.00%,221.31,,,
0x62daa776ec074d98ee44c724558e277006987ed7,"1,030",0,"1,030",0.00%,221.31,,,
0x04b970b2539e98755438e6da19b204f102dde11e,"1,030",0,"1,030",0.00%,221.27,,,
0xf18a489314a420808bb75417745dc96fa77dfd68,"1,028",0,"1,028",0.00%,220.98,,,
0x1cf0487e91b032119ff64f07f9e301ff0d68a418,"1,027",0,"1,027",0.00%,220.77,,,
0xf9192c538cb3c751051575b069438f894ab41aa0,"1,027",0,"1,027",0.00%,220.76,,,
0x82fa8ac5e184a948af303ffa34f3f46f66f8f57e,"1,027",0,"1,027",0.00%,220.69,,,
0xe3053cde2124eaa6103ddde8e5c6bd36c66f716e,"1,021",0,"1,021",0.00%,219.43,,,
0x7497b333895c64a56924b293e68a6468963f2a7e,"1,021",0,"1,021",0.00%,219.30,,,
0x60b5fba4bbaa486afd4c528194a4816af490ac44,"1,020",0,"1,020",0.00%,219.08,,,
0x4f388e368f6c7886c40e9d376e046e220abcff05,"1,019",0,"1,019",0.00%,218.91,,,
0x0c72fd31d74aeaaefb216b3715cfb7f7164b4203,"1,019",0,"1,019",0.00%,218.85,,,
0x6e812e21585dae223a038d0a4486f7c0a4f899ec,"1,015",0,"1,015",0.00%,218.17,,,
0xf547d010e3ba9cd554d1610b7463b80449c199a0,"1,015",0,"1,015",0.00%,218.04,,,
0x4cf46d7834747ff180ed1cca516c0f39a11b0af7,"1,012",0,"1,012",0.00%,217.40,,,
0x7e36fdb8a13d519f3ff4d3ba7e51bec34ffbb3fa,"1,011",0,"1,011",0.00%,217.33,,,
0x50d22fccab3b8a0fcebe511fa8f38ec4f4bb271a,"1,006",0,"1,006",0.00%,216.12,,,
0x5ba323cc3e4b01ded640fc78c8948dcfb8f298cd,"1,000",0,"1,000",0.00%,214.80,,,
0x690b9b0127707bd4bbe9aefa26c07fca9ff804b9,994,0,994,0.00%,213.52,,,
0xed3db70381c81e349d55f14bf0a333cb140f948d,988,0,988,0.00%,212.32,,,
0x164ceba801e2b6a7b60f2b0eb1165c433e87dfc9,973,0,973,0.00%,209.05,,,
0x80519fc1bd56d6bb3d131d4d40edcd0b2d963021,972,0,972,0.00%,208.83,,,
0x1249f6126192d448a38b5edd4c4b5bf5af43d0d8,959,0,959,0.00%,206.13,,,
0x00789bc0a98c6814899d4028ab2b8d4709d34381,958,0,958,0.00%,205.84,,,
0xb136d7643a612447eb603c051c193fdead1e0e37,956,0,956,0.00%,205.32,,,
0x88b1e97e6cfa9023280c9c1828f4ee14df555e21,945,0,945,0.00%,203.10,,,
0x9bf3493d233a47fe1adabc96f2ab7cabd6d4ffb8,940,0,940,0.00%,201.92,,,
0xf9649e032cf877700f09603d00a6b56a5f2f0dea,940,0,940,0.00%,201.89,,,
0x0761f062e03fed187060e9c6150c21ba9a64307d,932,0,932,0.00%,200.17,,,
0x4d3181f05debc89b852871c38b4d894019c2f65a,929,0,929,0.00%,199.55,,,
0xa5b5b85f0c5209998be7aa72e17f0ae289bc71ba,928,0,928,0.00%,199.31,,,
0xcf305b589783086a6f5ffd99f28d84eaa2764a76,926,0,926,0.00%,198.89,,,
0xa1cd287a8793dd3310de2973875affed34195481,908,0,908,0.00%,195.18,,,
0xc48a278009456b1ad14d386701eeba997babc961,238,668,907,0.00%,194.84,,,
0x004672a6b86f2d0fbb3e54ee971cdc6e047d2146,906,0,906,0.00%,194.74,,,
0x1f8166bd1ece2626f0e91b8d730be1710d9f93c0,904,0,904,0.00%,194.34,,,
0x1bde889c13b4f25b92adea46dcad8ef871521787,902,0,902,0.00%,193.76,,,
0x30950b2fb9a9f19202da641c0aa89d41c337b60b,898,0,898,0.00%,192.93,,,
0xf628a2a6ea34c0f36cd331cb2174627728e92768,896,0,896,0.00%,192.51,,,
0xdb8d484c46ce6b0bd00f38a51b299eb129928ac0,891,0,891,0.00%,191.48,,,
0xb3a78dd1c2dbffad2c7a4a6dc6ea2cdfd8b4df4e,881,0,881,0.00%,189.21,,,
0x3738b9667e7c6d02b103c8b6d35cc31b4117895e,880,0,880,0.00%,189.15,,,
0xe56625466f0aaf20d5eff06bade91b3cd72d16b3,876,0,876,0.00%,188.18,,,
0xc7628452203cce1e4fe52486b126b293957147fb,873,0,873,0.00%,187.63,,,
0xb772a176e367245b7a22c171688b3cde545e8a60,871,0,871,0.00%,187.25,,,
0xe5c63d6fd2f0dcb0dae20d8d5d89d9dcf9f5fd63,867,0,867,0.00%,186.33,,,
0xb1d2c9c7766e40df7bb5e74bba15d91560e232d8,864,0,864,0.00%,185.62,,,
0x1b8e173542d9b23012007cce2baaca8d72086275,863,0,863,0.00%,185.45,,,
0x32cf8e7884b904e93961e046564bfd90dd7bc7e8,849,0,849,0.00%,182.41,,,
0x2c9b17c98fab09b412f7edab37624f346b7de35e,846,0,846,0.00%,181.75,,,
0x4918f36a4ead32be422ff8869777c569b7d55961,830,0,830,0.00%,178.30,,,
0x6ee41a44c9ccf347a8acdde3869368caebfe1391,829,0,829,0.00%,178.23,,,
0x2f1639a9fb465ef5331b4cdf3a43f2c5d0687dd4,826,0,826,0.00%,177.47,,,
0x6a3f2bc48e6fd249e11352dc631879241b90fe19,819,0,819,0.00%,175.87,,,
0xeca5e3ce0774372e71ce9b3675cb07c6677c2d52,816,0,816,0.00%,175.42,,,
0x6cc63230df22efc38a8b999e3137bd17bd3e03f7,816,0,816,0.00%,175.38,,,
0x69e14227f3ab382c4b404524f7c26d522e64f9df,810,0,810,0.00%,173.99,,,
0x431260e23ab5f3404fa87a1f8c71a73054a784fb,798,0,798,0.00%,171.40,,,
0x3375694b566e2161d89f1ed2694df28d0b113375,792,0,792,0.00%,170.12,,,
0xf3861a66efb41c3a542f86bcd4cf7c1f44b4f01c,790,0,790,0.00%,169.77,,,
0x6c485b9cde7c723b42e0432b972bc2dacd8d812c,790,0,790,0.00%,169.75,,,
0xbcb39875fbdbee2ee20cedd05d423bdeb6c1c932,788,0,788,0.00%,169.35,,,
0x70a5654fe22b92cb85ce4a101ca9d52dbb6ac4c0,787,0,787,0.00%,169.06,,,
0xe855de1ce141be3803b79e982f2afa0db05265ae,786,0,786,0.00%,168.83,,,
0xedd51694e3b93841ddc68611c5b633735f596747,781,0,781,0.00%,167.75,,,
0xcd93e1815822f37ba5d3fc20cc92a7c940ed6c6b,775,0,775,0.00%,166.44,,,
0x840c901bd39a97f44a3c7e1ca4de3cffef082d66,772,0,772,0.00%,165.81,,,
0x768b469a5397654a3e7c172db7859e88356c9bd1,771,0,771,0.00%,165.67,,,
0xd7b13a13a7b5f2dd07744de6f8f7c1daf03635bb,766,0,766,0.00%,164.65,,,
0xcc4c51599bd5c8f1c3dfb4748fe542193173bcac,762,0,762,0.00%,163.66,,,
0xdca6143e849247df9d1a32264fe5108fe31ae878,754,0,754,0.00%,162.06,,,
0xcbefc46d553c93418d96aa694abcb61b6b0c52cf,746,0,746,0.00%,160.36,,,
0x0b3903f7b1c328800436bba85da0489210bec3f2,741,0,741,0.00%,159.31,,,
0xc43e5c94f0fcf442db226ab78f4985607d366052,740,0,740,0.00%,158.96,,,
0x602ce5a4dabca14950bbd5cd1bc5f93ec1d84926,721,0,721,0.00%,154.95,,,
0x8f7534e5e6819ebf3abc599cfe4ddfc2221169cc,721,0,721,0.00%,154.92,,,
0x12990834aa3c237a2ee7002c4a122ea14bc94904,721,0,721,0.00%,154.86,,,
0x55d08017ff0856761861c7b878347abaad7e83b7,718,0,718,0.00%,154.20,,,
0x4e70efccf32bfbe8ce9af8759f5a78b580926628,717,0,717,0.00%,154.11,,,
0x2134f7e280878ddf5628edc11f3ea0c2a752340a,716,0,716,0.00%,153.87,,,
0x7b490c27b37fbc4c7234c45b9196e824190ac7ec,713,0,713,0.00%,153.28,,,
0xc0433e26e3d2ae7d1d80e39a6d58062d1eaa54f5,709,0,709,0.00%,152.37,,,
0x65d4a7f67ddbcd15b5d719d0c60c6ea45ee1ebd3,708,0,708,0.00%,152.10,,,
0xf00687ab8e9931eff4c0ed85e0ee23d7d1d7d254,705,0,705,0.00%,151.38,,,
0x65e13cf77d54974d57f7fd86d91df3dbb0c465c6,701,0,701,0.00%,150.71,,,
0x8b39ce00cb3abe29d9ff8ae222567ebf6f949ea2,699,0,699,0.00%,150.19,,,
0x1918907df77037468af3d7e68b71514c3828e762,699,0,699,0.00%,150.16,,,
0xa2e2c8a0f3b5a73516a168a8047ca12c2636e110,699,0,699,0.00%,150.15,,,
0x6020dcd76ac78ab11bc3e8485cc0b4394448ef45,698,0,698,0.00%,150.02,,,
0xbb1a1df638140bf6a6e65308eb64f9e99cac76d7,687,0,687,0.00%,147.62,,,
0xc6505da6efc46e775980118541e8f1fe35390de8,686,0,686,0.00%,147.41,,,
0x7da4c183942fe13df84c7ea4b682cc1178e0b67f,685,0,685,0.00%,147.10,,,
0x6e300d553fed81ab251ef85fe1226f2a1d9b6e0a,684,0,684,0.00%,146.88,,,
0x17bc6f0144abf634bc33c6844cac28be132cd47a,672,0,672,0.00%,144.48,,,
0x3024cbda03f6aba6a7a17043c9c3b9bb970c22c7,666,0,666,0.00%,143.20,,,
0x5c2e3184f5c6ec2a6258fbf28017f538c50d7e24,664,0,664,0.00%,142.66,,,
0x8ab72df236a960d0effd4bc1f6a7ab4dfaa9f921,657,0,657,0.00%,141.10,,,
0x3ae4a91ce18e871f0373d63d104a3f22d6c58906,656,0,656,0.00%,141.02,,,
0x2a0896dad88433699238340ffc37f5a8e4a2dddc,654,0,654,0.00%,140.60,,,
0xd9ae2873a9da71f499ee8268ff3c13e97abe01bd,652,0,652,0.00%,140.10,,,
0x56ddcbc09713d2ba8dff06ec008cbecf4b702bfb,651,0,651,0.00%,139.86,,,
0x8fb95be6b752aaf3858f8adafc05f62c79399747,640,0,640,0.00%,137.42,,,
0x6f5e4eee6ee941c3e639c72e28e379e151e0ae49,639,0,639,0.00%,137.26,,,
0x99f06631425f01514e774bf3208909fdeb5305b3,632,0,632,0.00%,135.85,,,
0x4cc883a27a74996b8351f8cd8d3bd48f9cfe2775,626,0,626,0.00%,134.58,,,
0x99cab220da9194de4f59e2f8155d48c54e8d4e07,625,0,625,0.00%,134.35,,,
0x4eb379128ddc25dded4af52a83015a80cb38d8c0,620,0,620,0.00%,133.30,,,
0x23cb5467e23aa967f7864a018ff862d35d52ed5f,619,0,619,0.00%,132.93,,,
0xda339a8bb36802422b004cd75b65b194e32f6fcd,618,0,618,0.00%,132.84,,,
0x0e9403033f542c095914b0c55bcaa8a7bd6b60c0,618,0,618,0.00%,132.78,,,
0xe217a614bdea0b9c434dd5c0a34004cab2ebb810,617,0,617,0.00%,132.65,,,
0x70baf2a85e99a7857fb29ba9508309e62520024b,616,0,616,0.00%,132.35,,,
0xde7295676dffe56ff562a106e7622b2f71f78f29,610,0,610,0.00%,131.12,,,
0x02bdc2baba94d69a48907a3cb9b703824f9f7764,605,0,605,0.00%,129.91,,,
0xfee7640faf953cb620a40c68c1d06bcc984032a1,604,0,604,0.00%,129.83,,,
0x08f8f2e7d15b821cf2a3bb6824279d473dd7508b,604,0,604,0.00%,129.73,,,
0x759fd4a9b27b697d7c6d880f462f53374a169c11,602,0,602,0.00%,129.41,,,
0xffc597c44e9ecd53b0bcb783c4cff3738aa1c184,598,0,598,0.00%,128.50,,,
0xc9a3bcade8e034168862fa14aa9dc65226b89a2c,598,0,598,0.00%,128.44,,,
0x656a41eebec46a6f3709783c8c93c2e522d2afeb,596,0,596,0.00%,128.06,,,
0x751e7c8d4878f74817dfefb381c2fea0a913a543,595,0,595,0.00%,127.74,,,
0xd88e278c0125e00941242799935ea24779d74c9b,594,0,594,0.00%,127.60,,,
0x02172dfe0bf9a9949550b6bd33f9b872538cb95a,590,0,590,0.00%,126.80,,,
0xf9ab14db9143c92123384bdaf2ebf5f1ffe3c3bb,587,0,587,0.00%,126.19,,,
0xcc378e096db2eb4d3d803986d4893a7572f0e411,587,0,587,0.00%,126.11,,,
0xae1316436be21782d0c9802e86e718ec8a3cc349,586,0,586,0.00%,125.91,,,
0x2be95b7b0c7e9d2d15fed63af446b047dbf4b886,582,0,582,0.00%,125.11,,,
0x77c67cee1d9f4145c2d185a304bbb2962c41ceb0,582,0,582,0.00%,125.08,,,
0x3a39899dc78b7307acd83f51463c853fa79e1b09,581,0,581,0.00%,124.74,,,
0xd2a7b8a16ec6f734606ca79bdacf7b841304cd48,575,0,575,0.00%,123.58,,,
0xa1a695c1829055937fae32896051ca85160bc9aa,566,0,566,0.00%,121.56,,,
0xa7f1c4f0f637db3743e2771a615877a3859380b7,563,0,563,0.00%,121.07,,,
0xcd155f064cf9c22bc58fe874aefa7d400826de2d,559,0,559,0.00%,120.20,,,
0xa7b286feaa6e393f0634472cf7ba94e31ccc42ec,558,0,558,0.00%,119.83,,,
0x8b740fa853297e09e17099d44df8cd81d2bfa269,557,0,557,0.00%,119.79,,,
0x7d411f6458c930baa46fa69d0531470b4acdab9f,555,0,555,0.00%,119.32,,,
0x871f860f5afea55be0c5ea6db1ab942e4b7c871d,554,0,554,0.00%,119.13,,,
0x3cef60365290d3c0c35162cf5550c4e2943bb7b0,554,0,554,0.00%,118.94,,,
0x05dff87e8fcd9d5417b9ccc412152c93b6bb468a,554,0,554,0.00%,118.93,,,
0x103b1ef2a242c05ad32570c6f9a71a546bb51c4d,551,0,551,0.00%,118.34,,,
0x390f7aad6784b292dc2f5c261b968a6576e32d66,547,0,547,0.00%,117.47,,,
0xf61255879802b43bef3d3c004b5628b630b07631,546,0,546,0.00%,117.29,,,
0x11ba0b93921d10a1b290e36e80c6f4b389123854,543,0,543,0.00%,116.76,,,
0xe55ac567304a182e3a2c5d1253c38d3d465ad3c7,543,0,543,0.00%,116.57,,,
0x8f13ef62638232654d4a7c6676b19aa45aada2d8,536,0,536,0.00%,115.16,,,
0xd1c0dca70ce190c9aa363d1026b151ff34f81c61,536,0,536,0.00%,115.09,,,
0xfe9efb05618b9d188ef899be3a8a65d6558aaba5,534,0,534,0.00%,114.83,,,
0xd1ad3bfa2f07d3d5e4420eeafef16476d9d88d6a,532,0,532,0.00%,114.33,,,
0x2bbb38bb57ff6ee3fd4274c77daeac7477b49626,529,0,529,0.00%,113.59,,,
0x74c45f387647b51ecfd472638841f0fe651cd990,527,0,527,0.00%,113.13,,,
0x1a93c570251ec9ce34216af5eee618097026bd06,525,0,525,0.00%,112.81,,,
0x743c88f143aa98d27d58d13bd062f656feadb23c,525,0,525,0.00%,112.78,,,
0xbbfbff2fea1950d404742deb24ece126f3796506,522,0,522,0.00%,112.26,,,
0x305938c5c6abb6440f1402cc7488b56fed153c0e,521,0,521,0.00%,112.03,,,
0xc8d9b774f920382e9b69900c9506e7126d3ee899,520,0,520,0.00%,111.74,,,
0x1c8409e4bda6be8858339ce35a195506c8882e38,519,0,519,0.00%,111.55,,,
0x7e730c8561cbc5f454b31fdc923fc36f8968552b,519,0,519,0.00%,111.46,,,
0x72fc4eb059a1d3ffa85fe897d9c4ce004a306c2a,516,0,516,0.00%,110.94,,,
0xdd369d0056e71c7d2f4f24501fad5d2502c44561,515,0,515,0.00%,110.71,,,
0xc8afe17d437ceb55686e7de1860df04c3baa2acb,514,0,514,0.00%,110.41,,,
0xc902be3811f244fa0c1d1f1c238852c8d83ae4dc,513,0,513,0.00%,110.22,,,
0x0b19b5fda0d572be8912ff0cc935a1f4835443f4,513,0,513,0.00%,110.17,,,
0x66612ef78a6fa3f5267518776475722c00388ca7,513,0,513,0.00%,110.17,,,
0xd44f900ed09fb0e0933cdebb651cecf30ccc416a,512,0,512,0.00%,109.94,,,
0x48d9a256f5d176dfe02e3c3d705e8ed6e7ba151c,511,0,511,0.00%,109.77,,,
0xa557a009510b214febc4cffd49229545f2d4e060,510,0,510,0.00%,109.50,,,
0x4331975811756f18d61cbe8f6a2ff62d188f41e4,507,0,507,0.00%,109.00,,,
0x375ae2db29973cf46e1be56fa73a16ba6740cccc,504,0,504,0.00%,108.39,,,
0x71d16885d221d79583d88dbd5a721eee7557c765,502,0,502,0.00%,107.91,,,
0xe0865642271edd4c624ae0476720aa7e77aa64d1,497,0,497,0.00%,106.77,,,
0x8864fcd125e24d3cf52aac71d0edc61922566740,492,0,492,0.00%,105.77,,,
0x032cd46f158d45dd931215a2dd49dddb9c18d817,490,0,490,0.00%,105.22,,,
0xf5ed6c8c70f773fb1feb91d148922a8ee8fb1741,489,0,489,0.00%,105.17,,,
0x6269dee4bde100bd207ee20d9345115795974ffc,487,0,487,0.00%,104.68,,,
0x4f50ebfe44020917e736d022646bee64cd52c434,485,0,485,0.00%,104.28,,,
0x53148980fd12511e4ac5dd8b341de063f9588406,480,0,480,0.00%,103.18,,,
0xa9a979fcb2d8caa59025a3fdd1bc8a1b591162b6,479,0,479,0.00%,102.91,,,
0x699ad6774e7f1bf603c289b4b90098946cf7f75b,475,0,475,0.00%,102.15,,,
0xfd3a43d5153ad3557490b7e2e467826dbba453ad,474,0,474,0.00%,101.92,,,
0xb3f63e14be5c67cda363cb8b320dcc71aa04c8d9,473,0,473,0.00%,101.56,,,
0x40711ff25f332616d794bbdc4063b83735c6d625,472,0,472,0.00%,101.43,,,
0x3fd28155ac4519b09a56337a2c2321446b2fc4c5,464,0,464,0.00%,99.66,,,
0xa1c20d544241e16fee108186c58fb914c6ab85af,462,0,462,0.00%,99.28,,,
0x2aee994d6bea2eb3e42c9b063a05e6b25ecbce12,461,0,461,0.00%,99.05,,,
0xed62caa9467d70acbbb1df384791b598dbe054ec,459,0,459,0.00%,98.63,,,
0x72c9c2044b6f49dca43cdd8556e34b565db4c6f1,459,0,459,0.00%,98.61,,,
0x710969f07f9b94428a612e26dcdf7728524b01d1,458,0,458,0.00%,98.44,,,
0x668beda9ca81e52443b1e1c57faa6b668b7bd904,454,0,454,0.00%,97.64,,,
0xb133ae084c2c914fb5b47af6b55c46f1bffeb2fc,453,0,453,0.00%,97.44,,,
0x13a4de15f406b024df9dece7600b4a50c3c5bb17,453,0,453,0.00%,97.43,,,
0xd0e5f06959fdfb0800ab8be360be7132c9e5414f,453,0,453,0.00%,97.42,,,
0x6454b32dcdd517eaa81a7fcf6a1905e750709e38,453,0,453,0.00%,97.28,,,
0x75abbc51d0caa8279bb0aff5f889b7c0951ddc98,450,0,450,0.00%,96.75,,,
0x9d18a34e63955c7d8379bc6df73f3f5a5f6393f7,450,0,450,0.00%,96.67,,,
0x29605bbfc97d1ce45bd2405181230fbe3a1535ba,450,0,450,0.00%,96.59,,,
0x5ab0e4e355b08e692933c1f6f85fd0be56ad18a6,449,0,449,0.00%,96.52,,,
0x3a662f787168e8d856e801c75449876f4da9208a,449,0,449,0.00%,96.37,,,
0x28fd174fc197ba46436d2ae835d74934e57c3033,445,0,445,0.00%,95.70,,,
0x4bd454d18191d34c0f9401042d952a8debcd22d4,444,0,444,0.00%,95.36,,,
0x27d83f1308665e2be54faebc11a53457f85fa016,439,0,439,0.00%,94.28,,,
0x364795630ca52026b4fe9702e6433cfabb93dff0,439,0,439,0.00%,94.23,,,
0x48d5d09b50b13004a5c9e3ed3100affc4bdb33a4,438,0,438,0.00%,94.13,,,
0x5f23a2a249bea56bd97f4b1b30041e145052bc68,437,0,437,0.00%,93.83,,,
0x5bf94760a0fc10ba20c3899e41353d491245679f,435,0,435,0.00%,93.45,,,
0xea1916e34e8d043a08dea3adc536ac51e7636e22,433,0,433,0.00%,93.02,,,
0x37849a2a2f3777fe8528dd30c5ff931ce2ea17a2,432,0,432,0.00%,92.75,,,
0x78c38e26aa22f014644ca6fd5abf479e0e630159,432,0,432,0.00%,92.74,,,
0xdb9d5d6cb1444fdee3a9c859bc2665dcad9535ad,431,0,431,0.00%,92.54,,,
0xe3c2fe944eb30827f1a2d3850279d189620ae0a2,430,0,430,0.00%,92.47,,,
0xba87750dab6e06a0770eb787144a40615e06c9aa,430,0,430,0.00%,92.35,,,
0x531bef9b0c386ca1ee9cc0f58c7b5f21d00d8689,427,0,427,0.00%,91.78,,,
0x85dc1f89de4f3513cb6ea94b4731768ecff10847,423,0,423,0.00%,90.91,,,
0xfb7eb86a7a3a3c0d3aaa1c77906dcfeebf53eb0f,423,0,423,0.00%,90.80,,,
0xcc70d29f9f37424ee2d02fa37506e94a0c0b740a,422,0,422,0.00%,90.64,,,
0xaba35edf7ba2756930cb8b03fdc7294933875922,420,0,420,0.00%,90.17,,,
0x28d6a02539ee97a8d405d820c48cdc553946de29,419,0,419,0.00%,90.13,,,
0x060039c5ecc53d1ec684dcab1cd3b4499e9a1d8a,416,0,416,0.00%,89.41,,,
0xf59869812096f1f8abdffcecf067eb140b4ffc3c,415,0,415,0.00%,89.23,,,
0x9ff8b1d7a2f413214ba80b6cf7020e0ba64e863c,414,0,414,0.00%,88.92,,,
0xfcfa721c1e4057fc5c8e0880a6e97e804af312b3,413,0,413,0.00%,88.73,,,
0x0c4290c3018172dd838631c94ee6906c0ea65f5e,412,0,412,0.00%,88.58,,,
0x6d394fbc3b64472002f94a0a190b287daa66e86f,412,0,412,0.00%,88.54,,,
0xcdef0816cc0f25f41d6faf1a8ba78f48647c288b,412,0,412,0.00%,88.52,,,
0xf52fea813fc0c2e58c39b5b889af3c426b4ed6aa,412,0,412,0.00%,88.47,,,
0x9a330f2df1e3753380e7636ef682fb9ab652cbb9,412,0,412,0.00%,88.44,,,
0x51ce33baa565edf056ab048068d2e6278454195a,410,0,410,0.00%,88.15,,,
0x43a5352e1b33b66d55c86306d31aa5c41149f1a9,410,0,410,0.00%,88.11,,,
0xfe76e2bb5df6320f91b1e47fccd72554d2015821,410,0,410,0.00%,88.10,,,
0x066dbd864bcdb1ec9944293736a9ae2c514d4a91,410,0,410,0.00%,88.05,,,
0x10e35167694fed9b988b65ded0c0d11d5b6acfad,404,0,404,0.00%,86.88,,,
0x06d95830799f7716377703d3cbf956840d69954d,403,0,403,0.00%,86.57,,,
0xbe8c64add5e200e84eb42e224067aaba12b7213e,402,0,402,0.00%,86.47,,,
0x8807842d0846034b52b3c70bd975ce349ae4b683,401,0,401,0.00%,86.22,,,
0x4bc41b416ea580d4dad8527a546bc2d21c91c6c0,398,0,398,0.00%,85.46,,,
0x20cca7c6a8c12c4b2b5ac9f3aa119d0f8c4a6868,397,0,397,0.00%,85.23,,,
0x7a6e41ea4edced41207660e6c0f16345cdd6150a,393,0,393,0.00%,84.51,,,
0x183491ac186440388ed00f92a1dda98f78e7998b,388,0,388,0.00%,83.46,,,
0xf2bf3e61b5c904502326df2d0f0b5fa352932037,385,0,385,0.00%,82.76,,,
0xdbd6d975bad3fb28e9926b1cfd95e947c08511f8,383,0,383,0.00%,82.36,,,
0x52c831e3dd97486a8c471c71ed5b1aae35e361a6,382,0,382,0.00%,82.09,,,
0xfd32b4514c336bedc17d038e329a0ecbbdd9d0d1,380,0,380,0.00%,81.66,,,
0x57786979c5088e17807fed6a6e4faa5330d63079,378,0,378,0.00%,81.25,,,
0xf6a61046ffe93f2d52a3fde7c84802ed03ff7af4,373,0,373,0.00%,80.23,,,
0xbf81e01476d5e56f0b16e7ffb52623ba4032c992,370,0,370,0.00%,79.42,,,
0x349bcf5977ee1ace0af18c700d82de5fe1c8465f,369,0,369,0.00%,79.21,,,
0x6c7c3806b3cae601b1d99c017e4592753ba8d41e,367,0,367,0.00%,78.93,,,
0x7281e1bfe4191927a5ce090f4b35a4e57e8ff5b6,366,0,366,0.00%,78.69,,,
0xcbcf0e65228aa702670f18bedd67b02c239cd70c,364,0,364,0.00%,78.32,,,
0x4829db6116b0eeb24ef58f1c059a595407241787,361,0,361,0.00%,77.52,,,
0xb78a48658642e77942495f16993b94303c361661,360,0,360,0.00%,77.26,,,
0x9bd4726d68492907c87ca9dc98dc3c849aa0b9ec,356,0,356,0.00%,76.57,,,
0xcde17a4e98cb72153388fd740211d13e030a40db,352,0,352,0.00%,75.70,,,
0x4ca5f840a383b52d3c161a28da4ed2c8d9ca3861,351,0,351,0.00%,75.40,,,
0x465d4b0704655845189d1ae1dbc4b720da7dc561,350,0,350,0.00%,75.26,,,
0x27e8e78cb0c9c874fabe2d5f424206c8a46c7ec6,348,0,348,0.00%,74.67,,,
0x69ead8d1378ecfd8753eff863f95c2306cf29949,347,0,347,0.00%,74.52,,,
0xc5c05752108ae9b92b179f750cf5b2fe4a253ff1,344,0,344,0.00%,73.93,,,
0x799c04752dc44a9bb189be597b99952c88809cf8,342,0,342,0.00%,73.52,,,
0xc6cfc8c043a3a62fc103843163964a060221741b,342,0,342,0.00%,73.51,,,
0x8e66bc67e56c62af56f69e617eaa17688d8c487c,341,0,341,0.00%,73.18,,,
0x2f87ec43fccc971c9f179b147eeb6aca495f353d,340,0,340,0.00%,73.15,,,
0x59768cdb1729056a219626d0b5c4524be0660434,338,0,338,0.00%,72.69,,,
